iter	R2	RMSE
878	0.4449181363	0.004402008933
879	0.4449619589	0.004401835164
880	0.4450367647	0.004401538523
881	0.4451307642	0.004401165742
882	0.4451927122	0.004400920053
883	0.4452592298	0.004400656225
884	0.4453004973	0.004400492538
885	0.4453053483	0.004400473296
886	0.4453406325	0.004400333336
887	0.4454619067	0.004399852252
888	0.4455605524	0.004399460894
889	0.4456230524	0.004399212919
890	0.4456781791	0.004398994187
891	0.4457802763	0.004398589056
892	0.4458078044	0.004398479816
893	0.4459059921	0.004398090153
894	0.4459694666	0.004397838234
895	0.446120382	0.004397239217
896	0.4461772217	0.004397013587
897	0.446258603	0.004396690516
898	0.4463375726	0.004396376997
899	0.4463682736	0.004396255104
900	0.446401496	0.004396123196
901	0.4465264879	0.004395626888
902	0.4465814196	0.004395408752
903	0.446655264	0.004395115496
904	0.4467498082	0.004394740006
905	0.4467841923	0.004394603439
906	0.4468274791	0.004394431506
907	0.4468670021	0.004394274517
908	0.4469305883	0.004394021934
909	0.4469753456	0.004393844137
910	0.4470452096	0.00439356659
911	0.4470870585	0.004393400329
912	0.4471229965	0.004393257546
913	0.4471580672	0.004393118205
914	0.4471862561	0.004393006203
915	0.4472217677	0.004392865102
916	0.4473314793	0.004392429148
917	0.4473861805	0.004392211769
918	0.4474738595	0.004391863316
919	0.4475708743	0.004391477728
920	0.4476475043	0.004391173136
921	0.4476813786	0.004391038485
922	0.4477520065	0.004390757723
923	0.4478055897	0.004390544706
924	0.4478628506	0.004390317057
925	0.447911346	0.004390124247
926	0.447968412	0.004389897352
927	0.447994054	0.004389795394
928	0.4480330067	0.004389640507
929	0.4480549411	0.004389553287
930	0.4481044294	0.004389356496
931	0.4481743403	0.004389078478
932	0.4482859764	0.004388634493
933	0.4483570604	0.004388351763
934	0.4484371498	0.004388033194
935	0.4484711581	0.004387897913
936	0.4485207033	0.004387700821
937	0.4486028006	0.004387374216
938	0.448673625	0.004387092438
939	0.4487495439	0.004386790371
940	0.4488139889	0.00438653394
941	0.4488805229	0.004386269182
942	0.4489105623	0.004386149641
943	0.4489676407	0.00438592249
944	0.4490303845	0.004385672779
945	0.4491050126	0.004385375753
946	0.4491305029	0.004385274294
947	0.4491827812	0.004385066205
948	0.4492223842	0.004384908562
949	0.4492580079	0.004384766754
950	0.4493170765	0.004384531609
951	0.44940155	0.004384195307
952	0.4494687869	0.004383927608
953	0.4494971276	0.004383814767
954	0.449562442	0.004383554701
955	0.4496143542	0.004383347988
956	0.4496763747	0.004383101011
957	0.4497726967	0.004382717412
958	0.4497953601	0.004382627151
959	0.4498459573	0.004382425631
960	0.4499194169	0.004382133038
961	0.4499782386	0.004381898735
962	0.4500318397	0.004381685216
963	0.450115127	0.004381353422
964	0.4501675332	0.004381144637
965	0.4502043056	0.00438099813
966	0.4502891271	0.004380660171
967	0.4503516311	0.004380411116
968	0.4504091474	0.004380181922
969	0.4504529896	0.00438000721
970	0.4505063691	0.004379794482
971	0.4505744602	0.00437952311
972	0.450603706	0.004379406548
973	0.4506594907	0.004379184204
974	0.4507267717	0.004378916023
975	0.4507975612	0.00437863384
976	0.4509009754	0.004378221575
977	0.4509500962	0.004378025739
978	0.4510991384	0.004377431481
979	0.4511369787	0.004377280592
980	0.4512497306	0.00437683096
981	0.4513126302	0.00437658011
982	0.451363373	0.004376377731
983	0.4514091122	0.0043761953
984	0.4514608637	0.004375988881
985	0.4515388018	0.004375677993
986	0.4516764531	0.004375128861
987	0.4517634236	0.004374781873
988	0.4518056278	0.004374613481
989	0.4519274993	0.004374127184
990	0.4519809432	0.004373913913
991	0.4520568789	0.004373610869
992	0.4521084798	0.004373404928
993	0.4521399951	0.004373279145
994	0.4522538047	0.00437282488
995	0.4523164572	0.004372574786
996	0.4523473145	0.004372451606
997	0.4524299736	0.004372121619
998	0.4525122976	0.004371792945
999	0.4525672921	0.004371573369
